id,name,links,ingredients,recipe
31,Chicken Biryani,https://youtu.be/95BCU1n268w,"Chicken, large pieces with bones 1 kg,Basmati Rice700 gms (4 US cup measure),For Cooking Chicken:Onions, sliced 400 gms (around 5 medium sized onions),Ginger Garlic paste2 tbsp,Tomatoes, sliced4 medium,Green Chillies, slit6 numbers,Coriander leaves, chopped1 cup,Mint leaves, chopped1 cup,Whisked curd/plain yogurt1 cup ,Ready made Biryani Masala5 tbsp,For Cooking Rice: Shahjeera (caraway seeds) 1/2 tsp,Green cardamom 4,Cloves 4,Cinnamon2 pieces,Salt2 1/2 tablespoon,Water to boil the ricearound 2.5  litres,Mint leaves around 10.5 leaves ","To cook the Chicken: 
1)Heat 6 tbsp oil in a heavy bottom pan and add the sliced onions.
2)Fry on high heat for around 12 mins till the onions are light brown.
3)Add the ginger garlic paste and fry on low heat for 2 mins.
4)Now add the chicken pieces, mix and fry on high heat for 2-3 mins.
5)Add the ready made Biryani Masala, mix and fry on medium heat for 3 mins after adding a splash of water.
6)Readymade Biryani Masala usually contains salt, hence salt is not added while cooking the chicken in this recipe. Do check if the biryani masala you are using has salt in it.
7)Now add the sliced tomatoes, mix it well and cook on medium to low heat for 4-5 mins till soft.
8)Keep the heat on low and add the whisked curd/yogurt. Give a mix and then add the chopped coriander and mint leaves.
9)Cook on low heat for 2 mins till oil separates,Cover & cook on low heat for around 20-25 mins till chicken is tender. Remove lid after 10 mins, give a mix and close the lid again.
10)Dry up any excess water to get a thick gravy.
To cook the Rice:
1)Take one more heavy bottom pan & add around 2.5 litres of water.  Place it on high heat.
2)You may include the water in which rice was soaked in this 2.5 litres for enhanced  flavour & taste,Once the water starts to boil or bubble, add Shah Jeera 1/2 tsp, Green cardamom -4,  Cloves 4, Cinnamon2 pieces and Salt2 1/2 tablespoon (two and half tablespoon).
3)Stir it well to dissolve the salt completely . The water must be very salty.
4)Once the water starts boiling, add the strained basmati rice & stir it well.
5)Continue to boil it on high heat, stirring few times very gently to not break the rice.
6)After 8-9  minutes when the basmati rice is almost done (90%) remove it from heat and strain the water. 
7)Set it aside
Layering the rice and cooked chicken: 
1)Take a heavy bottom pan and spread half the cooked rice as the 1st layer.
2)Now spread the cooked chicken with gravy on top of the rice uniformly as shown in the video.
3)Next, spread the balance rice as the top layer.
4)Sprinkle some mint leaves on top of the rice. Close the lid and cook on low heat for 7-8 mins.
5)Allow it to rest for around 20 mins.Once you open the lid, mix the chicken and rice evenly. "
32,Peas Biryani,https://youtu.be/8tdjkDGCfvw,"For Biryani Rice :1 tbsp oil,2 nos cloves,2 nos green cardamon,3-4 peppercorns,1 inch cinnamon,1 tiny bay leaf,1 no black cardamon,1 small star anise,1/2 cup dried onion slices,4 cups boiling water,Salt to taste,1 tbsp yogurt,2 cups long grained rice,1 tbsp saffron colour,For the vegetable mix : 2 tbsp oil,2 nos cloves,2 nos green cardamon,3-4 peppercorns,1 inch cinnamon,1 tiny bay leaf,1 no black cardamon,1 small star anise,1/2 cup dried sliced onion,1/2 cup tomatoes,1 tsp turmeric,2 tbsp chilli powder,Salt to taste,1 cup cauliflower florets,1/2 cup carrots,1/4 cup french beans,2 tbsp yogurt,2 cups hot water,1/2 cup tender green peas,1 cup cottage cheese,Garnish :1/4 cup pomegranate seeds,Handful mint leaves","1)In a pan add oil, to which add garam masala, dried onion and boiling water salt to taste, yogurt and soaked recipe ( which is soaked for 20 minutes ).
2)Cook until the rice is half cooked and drain the remaining water.
3)Add yellow color to the rice.
4)To make the vegetables, to a pan add oil, garam masala, fried onion, tomatoes, turmeric, red chilli powder, salt, cauliflower, french beans,carrots, little bit of yogurt mix them properly and add some water and add green peas.
5)Once the vegetables are done, assemble them in larger pan and place paneer on the vegetables, after that add the rice over the vegetables and keep the biryani on low flame for 10 minutes.
6)Garnish it with fried onions, pomegranate seeds and fresh mint leaves. "
33,Biryani,http://www.youtube.com,all the ingredients to prepare biryani is present here,"kadai,pan,rice,boiled,chicken"
34,Capsicum Gravy,https://youtu.be/O4Fg0gUC4CE,"For masala paste:2 tbsp peanuts,1 tbsp sesame / til,2 tsp oil,1 tsp coriander seeds,1 tsp cumin / jeera,1 tsp methi / fenugreek,few curry leaves,6 dried red chilli,cup dry coconut / kopra,For curry:2 tbsp oil,1 tsp cumin / jeera,onion (finely chopped),1 tsp  ginger garlic paste,1 capsicum (cubed),onion (petals),1 tomato (finely chopped),tsp turmeric,1 tsp salt,cup tamarind extract,2 tbsp coriander (chopped)","1)Firstly, in a pan dry roast 2 tbsp peanuts until they turn crunchy and skin separates,add in 1 tbsp sesame and roast until they turn aromatic.
2)Transfer to the small mixer and allow to cool completely.
3)Now in the same pan add 1 tsp coriander seeds, 1  tsp cumin, 1  tsp methi,roast for minute,further add few curry leaves, 6 dried red chilli and 1  cup dry coconut,roast until the coconut turns golden brown,allow them to cool completely, and transfer to the same mixi.
4)Now blend to coarse powder without adding any water. keep aside.
5)In a large kadai heat 2 tbsp oil and saute 1 tsp cumin,add in 1  onion followed by 1 tsp ginger garlic paste and saute well.
6)Additionally add 1 capsicum, 1  onion and saute for 2 minutes,saute until the onions shrink slightly.
7)Further add 1 tomato and saute well,now add 1  tsp turmeric, 1 tsp salt and mix well,add in prepared masala and saute for  minute,now add 1  cup tamarind extract and mix well.
8)Add water as required adjusting consistency,cover and cook for 10 minutes, or until oil separates.
9)Finally, add 2 tbsp coriander and enjoy capsicum masala curry with roti."
35,Capsicum Rice,https://youtu.be/mI9G7wjnStI,"For masala powder:2 tbsp peanuts / groundnuts,1 tsp chana dal,1 tsp urad dal,1 tsp coriander seeds,1 tsp cumin seeds / jeera,1 tsp sesame seeds / til,4-5 dried kashmiri red chili,Other ingredients: 2 tbsp oil / ghee,1 tsp mustard seeds / rai,few curry leaves / kadi patta,1 medium sized onion (thinly sliced),1 cup capsicum (green, yellow, red, thinly sliced),1 tsp turmeric / haldi,1 tsp garam masala,salt to taste,2 cups cooked basmati rice / leftover rice,2 tbsp coriander leaves (finely chopped)","1)Firstly, in a thick bottomed pan dry roast peanuts till the skin separates.
2)Further add chana dal, urad dal, coriander seeds, cumin seeds, sesame seeds and red chili,dry roast on low flame till the spices turn aromatic.
3)Cool down the spices completely and coarsely powder them,keep aside,in a large kadai heat oil or ghee.
4)Further add mustard seeds and curry leaves,saute slightly and allow to splutter,additionally.
5)Add onions and saute till they turn slightly golden brown.
6)Also saute capsicum,furthermore add turmeric, garam masala, prepared masala powder and salt,saute for a minute or till the spice powder turn aromatic.
7)Now add cooked basmati rice or leftover rice,mix gently without breaking rice grains,cover and simmer for 5 minutes or till the rice absorbs the masala.
8)Further add coriander leaves and serve.
9)Finally, serve capsicum masala rice garnished with few onion slices, lemon and coriander leaves."
36,Stuffed Capsicum,https://youtu.be/Xbe2vGbIquQ,"For stuffing: 2 tsp oil,onion (finely chopped),1 tsp ginger-garlic paste,1 tsp kashmiri red chilli powder / lal mirch powder,1 tsp turmeric / haldi,salt to taste,1 tsp coriander powder / daniya powde,1 tsp cumin powder / jeera powder,2 potato (boiled & mashed),tsp garam masala powder,tsp aamchur powder / dry mango powder,1 cup paneer / cottage cheese (crumbled),Other ingredients: 4 small capsicum (colour of choice),3 tbsp oil,handful of mozzarella / cheddar cheese","1)Firstly, prepare the stuffing by sauting onions and ginger-garlic paste in oil.
2)Further add spices and salt,saute on low flame till the spices turn aromatic.
3)Additionally, add boiled potato and crumbled paneer,mix well till the spices are mixed well.
4)Keep aside,prepare the capsicum, by cutting the head and removing the seeds.
5)Now stuff 2 tbsp of prepared masala,place them on kadai with 3 tbsp oil.
6)Also cover with capsicum head,cover and simmer for 30 minutes or bake at 180  degree  celsius for 40 minutes.
7)Cook the capsicum well or till they change in colour and also softened and shrinks little.
8)Now take off the head and keep aside.
9)Garnish with few mozzarella cheese and place the head of capsicum again.
10)Cover and simmer for 5 minutes or till the cheese melts completely.
11)Finally, serve cheesy stuffed capsicum along with rice or roti"
37,Capsicum 65,https://youtu.be/5eg0ScjjVuo,"Oil - for deep fry,Yellow capsicum - 1,Red capsicum - 1,Salt - 1 tsp,White pepper powder - 1 tsp,Garam masala - 1/2 tsp,Ginger garlic paste - 1 tsp,Tomato sauce - 1 tbsp,Chili sauce - 1 tbsp,Corn flour - 3 tbs,All purpose flour [maida] - one and a half tbsp,FOR GARNISH:Cashew nuts - few,Green chilies - 2,Garlic [chopped] - 1/2 tsp,Ginger [chopped] - 1/2 tsp,Chili sauce - 1 tsp,Tomato sauce - 1 tsp,Curry leaves - few,Spring onions [ chopped] - 1 tsp","1)Chop one small red capsicum and one small yellow capsicum into small slices. Take them into a bowl.
2)Add 1 tsp salt, 1 tsp white pepper powder, 1/2 tsp garam masala powder, 1 tsp ginger garlic paste, 1 tbsp tomato sauce, 1 tbsp chili sauce, 3 tbsp corn flour, one and a half tsp all purpose flour or refined flour and mix them well
3)Heat oil for deep frying. Make sure the oil is hot enough for deep-frying by inserting a wooden ladle into the center of the oil. 
4)If the bubble came out the oil is in enough heat for deep frying. 
5)Fry the capsicum slices until golden brown or until the pieces get cooked well. 
6)Take the pieces from oil onto a plate after cooked.
7)Heat 2 tsp oil in a saucepan. Fry few cashew nuts until golden brown. 
8)Let's add 2 green chilies [sliced], 1 tsp garlic [chopped], 1 tsp ginger [chopped], 1 tsp tomato sauce, 1 tsp chili sauce, 1 tbsp spring onion [chopped] and saute for a while. 
9)Let's garnish the capsicum 65 with them. That's all. 
10)Spicy capsicum 65 is ready to serve."
38,Capsicum Chutney,https://youtu.be/E5kNk6il-Kg,"1 tbsp oil,1 tsp urad dal,1 tsp channa dal,4 kashmiri red chilli,1 garlic clove (chopped),onion (finely chopped),1 to mato (finely chopped),1 capsicum (roughly diced),salt to taste1 tbsp water (to blend),For tempering:1 tsp oil,tsp mustard seeds,tsp urad dal,pinch of hing / asafetida,few curry leaves","1)In a wide pan, heat a tbsp of oil. 
2)Add urad dal, channa dal and red chillis. 
3)Fry till they turn golden brown,then add a chopped garlic. 
4)Fry for a minute till the raw smell of garlic goes away,now add finely chopped onions and fry till they sweat,add chopped tomatoes and fry till they become soft and gets cooked well.
5)Finally, add capsicum and fry till they shrink. capsicum doesn't take more time to cook,allow the mixture to cool completely before you blend.
6)Once they are cooled completely, take them in a blender and add some salt and a tbsp of water.
7)Blend to smooth chutney,prepare the tempering. add a tsp of oil in a small kadai. 
8)Along with mustard seeds, urad dal and hing. 
9)Once they splutter add curry leaves and pour the tempering over chutney,enjoy capsicum chutney with your favourite dosa, idli or with plain rice."
39,Paneer Capsicum,https://youtu.be/NJkUHZLDN7g,"For spice mix:tsp cumin / jeera,1 tsp coriander seeds,tsp pepper,tsp fennel / saunf,For curry:1 tbsp butter,15 cube paneer / cottage cheese,10 cube capsicum,1 tsp,cumin / jeera,1 bay leaf / tej patta,4 cloves / lavang,1 inch cinnamon,3 pods cardamom / elachi1 tsp kasuri methi,1 onion (finely chopped),2 tbsp mint pudina,(chopped),1 tsp ginger garlic paste,4 tbsp coriander leaves (chopped),tsp turmeric / haldi,tsp kashmiri red chilli powder,tsp salt,1 tomato (finely chopped),2 tbsp curd / yogurt (whisk),2 tbsp cashew paste,1 cup water,2 tbsp cream,tsp garam masala","1)Firstly in a large kadai heat 1 tbsp butter saute spices.
2)Furthermore, add 1 onion, 1 tsp ginger garlic paste, 2 tbsp mint, 2 tbsp coriander leaves and saute well.
3)Transfer the spice mix along with 1  tsp turmeric, 1 tsp chilli powder and 1 tsp salt.
4)Saute until the spices turn aromatic.
5)Now add 1 tomato and saute till they turn soft and mushy.
6)Furthermore, add 2 tbsp curd and 2 tbsp cashew paste.
7)Mix till the oil is released from masala paste.
8)Add 1 cup water and adjust consistency.
9)Now add fried paneer and capsicum, mix gently.
10)Add cream, cover and simmer for 5 minutes.
11)Finally, serve paneer capsicum curry with roti / naan."
40,Capsicum,http://www.youtube.com,ingredients to prepare capsicum is present here,"capsicum,water,oil,salt,mix"
41,Egg Gravy,https://youtu.be/LwhBS9czmTk,"Boiled eggs 8 nos,Oil for shallow frying,Turmeric 1 tsp,Oil 3 tbsp,Whole spices: Cumin seeds (jeera) 1 tsp,Cloves 3-4 nos,Cinnamon 1 inch,Whole red chilli 1 no,Green cardamom 2-3 nos,Onions 3-4 medium size (chopped),Ginger garlic paste 2 tbsp,Tomato puree of 3-4 medium size tomatoes,Green chillies 1-2 nos. (slit),Powdered spices:Turmeric powder 1/4th tsp,Coriander powder 1 tbsp,Red chilli powder,Fennel powder (saunf powder) 1 tsp,Salt to taste,Hot water as required,Garam masala 1 tsp,Kasuri methi 1 tsp,Fresh coriander leaves 1 tbsp (chopped)","1)Poke the boiled eggs with a toothpick,Set a pan on medium heat, add oil and turmeric powder, shallow fry the poked boiled eggs from all sides until the outer layer is crispy. Remove it on an absorbent paper.
2)For the gravy preparation, set a deep pan or wok n medium heat, add oil and whole spices and saut‚ it for minute.
3)Add the onions and cook until light golden brown, add ginger garlic paste and saut‚ for about 1-2 minutes.
4)Add tomato puree and green chillies, cook until oil separates, add powdered spices and mix well, cook for 2-3 minutes.
5)Add salt to taste and add little hot water if the masala gets too dry, mix well and cook for 5-6 minutes.
6)You can adjust the quantity of water depending on how thick or thin you want your masala gravy to be, continue to cook for 5-6 minutes while stirring. Check for seasoning.
7)Add the fried eggs to the masala gravy and cook further for 3-4 minutes on medium flame.
8)Add garam masala, kasuri methi and freshly chopped coriander leaves, mix well with light hands without damaging the eggs and cook for 2-3 minutes.
9)Your egg masala curry is ready to be served, serve hot with roti or paratha of your choice."
42,Egg Burji,https://youtu.be/glUEnS8J84Q,"3 large onions,3 large tomatoes,4 green chillies,1 inch piece Ginger,2 tbsp butter,2 tbsp vegetable oil,Salt as required,1 tbsp red chilly powder,1/2 tbsp turmeric,powder,1 tbsp pav bhaji masala,Handful of coriander leaves,6 large eggs","1)Chop onions finely.
2)Add oil, butter and onions and allow the onions to sweat.
3)Chop chillies and ginger and add it to the pan,chop tomatoes and add into the pan .
4)Add salt, turmeric, red chilli powder and pav bhaji masala. Mix everything.
5)Beat the eggs add salt and put the eggs into the pan.
6)Egg Bhurji is ready to be served"
43,Egg Omelette,https://youtu.be/7dV4Qw8qdsA,"8 eggs,8 tbsps chopped onion,8 tbsps chopped tomato,2 green chillies chopped,1 tsp turmeric powder,2 tsps red chilli powder,Salt to taste,8 tsps chopped fresh coriander leaves,4 tsps butter,2 tsps oil,Toasted brown bread slices to serve","1)To make one omelette, break in the eggs in a bowl.
2)Add 2 tbsps chopped onion, 2 tbsps tomato chopped, 1  green chilli, 1  tsp turmeric, 1  tsp red chilli powder, salt, 2 tsps coriander leaves and whisk for 1 minute.
3)Heat 1 tsp butter and 1  tsp oil in a non-stick pan, add the egg mixture, gently whisk for a few seconds and cook for 1-2 minutes.
4)Gently fold the omelette in half and take the pan off the heat.
5)Gently slide the omelette on a serving plate and serve hot with toasted brown bread."
44,Egg Sandwich,https://youtu.be/r9eDAz9w4QY,"Soft butter 100 gm,Garlic 4 tbsp (chopped),Fresh coriander 1 tbsp,Oregano 1 tsp,Red Chilli flakes 1 tsp,Black pepper a pinch,Green chillies 3-4 nos. (chopped),Egg and mayo filling:Boiled eggs 6 nos.,Mayonnaise 4 tbsp,Green chillies 1-2 nos. (chopped),Spring onion greens 2 tbsp (chopped),Salt to taste,Black pepper a pinch","1)Add all the first ingredients in a mixing bowl and mix well, your garlic butter is ready. 
2)You can store in the fridge and use accordingly, for the second set of ingredients.
3)Grate the boiled eggs and add all the remaining ingredients in a mixing bowl and mix well. 
4)Your filling is ready, you can refrigerate the filling and use accordingly."
45,Egg Tart,https://youtu.be/YmpPXBOomy0,"Pastry:145g Flour (1 1/8 cup),1 tablespoon icing sugar,1 egg yolk,egg white,75g Salted butter (1/3 cup),Filling:,2 eggs,70g castor sugar (1/3 cup),140g hot water,125ml fresh milk,teaspoon vanilla extract, A pinch of salt","1)Mix butter, egg yolk, egg white and sugar until creamy Sift the flour and add to the butter mixture. 
2)Mix well Knead the dough for about 2 minutes.
3)Wrap and keep in the fridge for about 15 minutes.
4)Remove from fridge. Potion the dough and press to tart cases.
5)Refrigerate for tart cases for 15 minutes 
Filling: 
1)Dissolve the castor sugar in hot water. 
2)Set aside and let it cool.
3)Beat the egg with milk, vanilla extract and pinch of salt.
4)Add in the sugar water and mix will.
5)Sift the egg mixtures (2 to 3 times) to remove bubble.
6)Take the tarts from the fridge, pour the egg mixture into the tart.
7)Bake the tarts in a preheated oven for about 25 minutes at 190  degree  Celsius."
